row_index,primary_accent,sample_id,sentence,reference_translation_zh,direct_translation,direct_unk_count,reference_tokenizer_unk_count,reference_tokens
2225,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0898,The crowd swayed a little as I elbowed my way through.,我用手肘挤出一条道时，人群微微摇晃了一下。,"当我<unk>肘穿过时, 群众有点摇摆.",1,1,"['▁我', '用', '手', '肘', '挤', '出', '一', '条', '道', '时', ',', '人', '群', '微', '微', '摇', '晃', '了一', '下', '<unk>']"
2226,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1214,"Look, fireflies!",看，萤火虫！,"看看,<unk>火虫!",1,0,"['▁看', ',', '萤', '火', '虫', '!']"
2236,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1106,"They are both considered endangered, making it illegal to harass, kill, collect, or possess.",它们都被认为是濒危物种，因此对其骚扰、杀害、收集或占有都是非法的。,"它们都被认为是<unk>危物种, 使得骚扰,杀害,收集或拥有是非法的.",1,3,"['▁它们', '都', '被认为是', '濒', '危', '物', '种', ',', '因此', '对其', '骚', '扰', '<unk>', '杀', '害', '<unk>', '收集', '或', '占', '有', '都是', '非法', '的', '<unk>']"
2243,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0086,I have blisters on my hands because I was bouldering yesterday.,我手上起了水泡，因为我昨天抱石了。,"我手上有水泡,因为我昨天在<unk>岩.",1,1,"['▁我', '手', '上', '起', '了', '水', '泡', ',', '因为', '我', '昨', '天', '抱', '石', '了', '<unk>']"
2248,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0376,I saw astonishment and horror on the faces of the people around me.,我看到周围人脸上的惊讶和恐惧。,我看到周围人的脸上充满了惊<unk>和恐惧.,1,1,"['▁我', '看到', '周围', '人', '脸', '上的', '惊', '讶', '和', '恐', '惧', '<unk>']"
2266,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1493,"When he saw the storm clouds in the sky, Jaka wished he would have remembered his umbrella.",当他看到天空中的乌云时，Jaka 希望他能记得他的雨伞。,"当他看到天空上的风暴云时,贾卡希望他能记住他的雨<unk>.",1,1,"['▁当', '他', '看到', '天', '空', '中的', '乌', '云', '时', ',', 'J', 'aka', '▁希望', '他', '能', '记', '得', '他的', '雨', '伞', '<unk>', '<pad>']"
2268,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0043,Why do people even eat peanut butter and jelly?,为什么人们会吃花生酱和果冻？,人们为什么要吃花生<unk>和果<unk>呢?,2,0,"['▁为什么', '人们', '会', '吃', '花', '生', '酱', '和', '果', '冻', '?', '<pad>']"
2270,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1161,"Oh, is that all?",哦，就这些吗？,"<unk>,这就是全部吗?",1,0,"['▁', '哦', ',', '就', '这些', '吗', '?', '<pad>']"
2272,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1214,Steam hissed from the broken valve.,蒸汽从阀门的破裂处发出嘶嘶声。,蒸汽从破裂的<unk>门发出<unk>声.,2,1,"['▁', '蒸', '汽', '从', '阀', '门', '的', '破', '裂', '处', '发出', '嘶', '嘶', '声', '<unk>', '<pad>']"
2279,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0256,"As the astronaut walked into the translucent pod, it transformed into an opaque material.",当宇航员走进半透明的舱时，它变成了一种不透明的材料。,"当宇航员走进半透明<unk>时, 它变成了一种不透明的材料.",1,1,"['▁当', '宇', '航', '员', '走', '进', '半', '透明', '的', '舱', '时', ',', '它', '变成', '了一', '种', '不', '透明', '的', '材料', '<unk>', '<pad>']"
2286,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0088,"Consequently, he made his money by selling refrigerators, and did not publish any works.",因此，他靠卖冰箱赚钱，并且未曾出版任何作品。,"因此,他通过出售冰箱来<unk>钱,并没有出版任何作品.",1,1,"['▁因此', ',', '他', '靠', '卖', '冰', '箱', '赚', '钱', ',', '并且', '未', '曾', '出版', '任何', '作品', '<unk>', '<pad>']"
2305,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0533,"He should not be confused with the post-bop tuba player, Howard Johnson.",他不应该把后波普时代的大号演奏家霍华德·约翰逊混淆。,他不应该与波普后的杜巴演奏家霍华德·约翰逊混<unk>.,1,1,"['▁他', '不', '应该', '把', '后', '波', '普', '时代', '的大', '号', '演奏', '家', '霍', '华', '德', '·', '约翰', '逊', '混', '淆', '<unk>', '<pad>']"
2312,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1217,It was replaced by Mowinckel's Third Cabinet.,它被莫文克的第三内阁取代。,它被莫文克尔的第三个内<unk>所取代.,1,1,"['▁它', '被', '莫', '文', '克', '的第三', '内', '阁', '取代', '<unk>']"
2330,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0311,"Eggs, milk and flour are the main ingredients of pancakes.",鸡蛋、牛奶和面粉是煎饼的主要原料。,"蛋,牛奶和面粉是<unk>饼的主要成分.",1,2,"['▁', '鸡', '蛋', '<unk>', '牛', '奶', '和', '面', '粉', '是', '煎', '饼', '的主要', '原', '料', '<unk>']"
2335,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0119,May I have some syrup to go on these pancakes?,我可以在这些薄煎饼上加点糖浆吗？,我可以把一些糖<unk>放到这些<unk>饼上吗?,2,0,"['▁我', '可以在', '这些', '薄', '煎', '饼', '上', '加', '点', '糖', '浆', '吗', '?', '<pad>']"
2359,"India and South Asia (India, Pakistan, Sri Lanka)",spk_0146,I'm planning to buy some topological maps for my research.,我打算买一些地形图来做研究。,我打算为我的研究购买一些拓<unk>地图.,1,1,"['▁我', '打算', '买', '一些', '地', '形', '图', '来', '做', '研究', '<unk>', '<pad>']"
2367,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1194,"According to Freud, the Virgin's garment reveals a vulture when viewed sideways.",根据弗洛伊德的说法，处女的衣服从侧面看时会露出一只秃鹫。,"根据弗洛伊德的说法, 处女的衣服显示出一只<unk>,",1,1,"['▁根据', '弗', '洛', '伊', '德', '的', '说法', ',', '处', '女', '的', '衣服', '从', '侧', '面', '看', '时', '会', '露', '出', '一', '只', '秃', '鹫', '<unk>', '<pad>']"
2382,"India and South Asia (India, Pakistan, Sri Lanka)",spk_1507,The original trim lines were replaced with gray and blue cinderblock tiles.,原始的装饰线被替换为灰色和蓝色的煤渣砖。,原来的装饰线被灰色和蓝色的灰<unk>块<unk>所取代.,2,1,"['▁原', '始', '的', '装', '饰', '线', '被', '替', '换', '为', '灰', '色', '和', '蓝', '色的', '煤', '渣', '砖', '<unk>', '<pad>']"
2400,Malaysian English,spk_1383,"I want my garden to be filled with roses, petunias and passion flowers.",我希望我的花园里长满玫瑰、牵牛花和西番莲。,"我希望我的花园充满<unk>,花<unk>和激情花.",2,2,"['▁我希望', '我的', '花', '园', '里', '长', '满', '玫', '瑰', '<unk>', '牵', '牛', '花', '和', '西', '番', '莲', '<unk>']"
2411,Malaysian English,spk_1447,"Oh, what are you going to when he arrives?",哦，他到的时候你打算做什么 ？,"<unk>,当他到达时,你会做什么?",1,0,"['▁', '哦', ',', '他', '到', '的时候', '你', '打算', '做什么', '▁?']"
2412,Malaysian English,spk_0160,And they attacked an empty tent.,他们袭击了一顶空帐篷。,他们袭击了一个空的帐<unk>.,1,1,"['▁他们', '袭击', '了一', '顶', '空', '帐', '篷', '<unk>']"
2424,Malaysian English,spk_1331,The foliage and fruits contain tannic acid and are poisonous to cattle and humans.,叶子和果实含有单宁酸，对牛和人有毒。,"叶子和水果含有<unk>酸,对牛和人类有毒.",1,1,"['▁', '叶', '子', '和', '果', '实', '含有', '单', '宁', '酸', ',', '对', '牛', '和', '人', '有', '毒', '<unk>']"
2433,Malaysian English,spk_0102,Amshuverma had written a book on grammar in Sanskrit.,安舒弗玛用梵文写过一本语法书。,阿姆舒弗玛写了一本关于<unk>语语法的书.,1,1,"['▁安', '舒', '弗', '玛', '用', '梵', '文', '写', '过', '一', '本', '语', '法', '书', '<unk>', '<pad>']"
2435,Malaysian English,spk_0499,"More powerful knights, also known as a knight bannerets, could field multiple lances.",更强大的骑士，也被称为骑士封骑，可以使用多个长矛。,"更强大的骑士,也被称为骑士旗<unk>,可以使用多个矛.",1,1,"['▁更', '强大的', '骑', '士', ',', '也', '被称为', '骑', '士', '封', '骑', ',', '可以', '使用', '多个', '长', '矛', '<unk>']"
2440,Malaysian English,spk_1234,Save a thief from the gallows and he will cut your throat.,把小偷从绞刑架上救出来，他会割断你的喉咙。,"拯救一个小偷从<unk>刑,他会切断你的喉<unk>.",2,1,"['▁把', '小', '偷', '从', '绞', '刑', '架', '上', '救', '出来', ',', '他', '会', '割', '断', '你的', '喉', '咙', '<unk>', '<pad>']"
2441,Malaysian English,spk_0551,"Youth had come back to her, freed from the yoke of oppression.",青年回到了她身边，摆脱了压迫的束缚。,"她回到了年轻,从压迫的<unk>中解放出来.",1,1,"['▁', '青年', '回', '到了', '她', '身', '边', ',', '摆', '脱', '了', '压', '迫', '的', '束', '缚', '<unk>', '<pad>']"
2443,Malaysian English,spk_0640,He approached the mass and was surprised at the size and the shape.,他走近那堆东西，惊讶于它的大小和形状。,"他走近了质量, 惊<unk>地看到大小和形状.",1,1,"['▁他', '走', '近', '那', '堆', '东西', ',', '惊', '讶', '于', '它', '的大', '小', '和', '形', '状', '<unk>', '<pad>']"
2444,Malaysian English,spk_0833,"Lifeguards were standing on a tower, staring at the water.",救生员站在高塔上，盯着水面。,"救生员站在塔上,<unk>着水面.",1,1,"['▁', '救', '生', '员', '站在', '高', '塔', '上', ',', '盯', '着', '水', '面', '<unk>']"
2462,Malaysian English,spk_0640,"There were raised voices,and some sort of struggle appeared to be going on. .",有人提高了嗓门，似乎要进行某种斗争。,"有一些声音<unk>起, 似乎正在进行某种斗争.",1,1,"['▁有人', '提高', '了', '嗓', '门', ',', '似乎', '要', '进行', '某种', '斗争', '<unk>']"
2504,Malaysian English,spk_0312,A white silk jacket goes with any shoes.,白色丝绸夹克和任何鞋子都相配。,一件白色的丝<unk><unk>克适合任何鞋子.,2,1,"['▁白', '色', '丝', '绸', '夹', '克', '和', '任何', '鞋', '子', '都', '相', '配', '<unk>']"
2505,Malaysian English,spk_0833,Five years he lived with a shaggy dog.,他和一条毛茸茸的狗生活了 5 年。,他和一只毛<unk>的狗一起生活了五年.,1,1,"['▁他', '和', '一', '条', '毛', '茸', '茸', '的', '狗', '生活', '了', '▁5', '▁年', '<unk>']"
2512,Malaysian English,spk_0228,"After twelve hours of rowing, Darius climbed out of the canoe, and lied down on the beach to nap.",Darius 划了十二个小时后，爬出独木舟，躺在沙滩上打盹。,"经过12个小时的划船, 达利乌斯从独木舟上爬出来, 躺在海<unk>上睡觉.",1,1,"['▁Dari', 'us', '▁', '划', '了', '十二', '个', '小时', '后', ',', '爬', '出', '独', '木', '舟', ',', '躺', '在', '沙', '滩', '上', '打', '盹', '<unk>']"
2513,Malaysian English,spk_0709,Person in checked shirt riding unicycle while crowd watches.,穿着格子衬衫的人骑着独轮车，人群则在一旁观看。,"穿着<unk>色衬衫的人骑着单车,而人群在看.",1,1,"['▁', '穿', '着', '格', '子', '衬', '衫', '的人', '骑', '着', '独', '轮', '车', ',', '人', '群', '则', '在一', '旁', '观看', '<unk>', '<pad>']"
2527,Malaysian English,spk_1555,"The penguin waddles across the ice, joining her companions.",企鹅摇摇摆摆地穿过冰面，加入了她的同伴中。,"企<unk>在冰上漫步,加入她的同伴.",1,1,"['▁', '企', '鹅', '摇', '摇', '摆', '摆', '地', '穿', '过', '冰', '面', ',', '加入', '了', '她的', '同', '伴', '中', '<unk>']"
2531,Malaysian English,spk_0239,The horse balked and threw the tall rider.,马儿突然停下来，高个子骑手从马背上摔下来。,"马<unk>住了,把高个子的骑手扔了下来.",1,1,"['▁马', '儿', '突然', '停', '下来', ',', '高', '个', '子', '骑', '手', '从', '马', '背', '上', '摔', '下来', '<unk>']"
2571,Malaysian English,spk_0640,Most of them were staring quietly at the big table.,他们大多数人都静静地盯着大桌子。,他们中的大多数人静静地<unk>着大桌子.,1,1,"['▁他们', '大多数', '人都', '静', '静', '地', '盯', '着', '大', '桌', '子', '<unk>']"
2579,Malaysian English,spk_0491,"As they packed their bags, the tsunami sirens sounded once more across the bleak shores.",当他们收拾行李时，海啸警报再次在荒凉的海岸上响起。,"他们打包行李时,海<unk>警报再次响起.",1,1,"['▁当', '他们', '收', '拾', '行', '李', '时', ',', '海', '啸', '警', '报', '再次', '在', '荒', '凉', '的', '海岸', '上', '响', '起', '<unk>']"
2599,Malaysian English,spk_1447,"Lemon trees are not yellow, it's just the fruit.",柠檬树不是黄色的，只是上面的水果是黄色的。,"<unk>树不是黄色的,只是它的果实.",1,1,"['▁', '柠', '檬', '树', '不是', '黄', '色的', ',', '只是', '上', '面的', '水', '果', '是', '黄', '色的', '<unk>', '<pad>']"
2600,Malaysian English,spk_1379,"The next edition of Thunder, Rick Steiner defeated Jarrett and Totally Buffed defeated KroniK.",在下一集的“ Thunder” 节目中，Rick Steiner 击败了 Jarrett，Totally Buffed 击败了 KroniK。,"在下一届雷<unk>赛中,里克·斯坦纳击败了贾雷特,而托塔利·巴夫德击败了克罗尼克.",1,3,"['▁在', '下', '一', '集', '的', '<unk>', '▁Thunder', '<unk>', '▁', '节目', '中', ',', 'R', 'ick', '▁Ste', 'iner', '▁', '击', '败', '了', '▁J', 'arr', 'ett', ',', 'Tot', 'ally', '▁Buff', 'ed', '▁', '击', '败', '了', '▁Kr', 'oni', 'K', '<unk>']"
2601,Malaysian English,spk_1343,A young boy in a white karate gi executes a jump kick.,穿白色空手道服装的年轻男孩跳了起来。,一个穿着白色空手道服的年轻男孩执行一个跳<unk>.,1,1,"['▁', '穿', '白色', '空', '手', '道', '服', '装', '的', '年轻', '男孩', '跳', '了', '起来', '<unk>', '<pad>']"
2611,Malaysian English,spk_0423,"Don't knock on death's door, ring the doorbell and run.",不要敲死神的门，按门铃，然后跑。,"不要敲死亡的门,敲门<unk>,然后跑.",1,1,"['▁不要', '敲', '死', '神的', '门', ',', '按', '门', '铃', ',', '然后', '跑', '<unk>', '<pad>']"
2615,Malaysian English,spk_0499,Their music combined funk rhythms and dissonant guitar riffs.,他们的音乐结合了快节奏和不和谐的吉他即兴演奏。,他们的音乐结合了风格节奏和不和<unk>的吉他<unk>.,2,1,"['▁他们', '的', '音乐', '结合', '了', '快', '节', '奏', '和', '不', '和', '谐', '的', '吉他', '即', '兴', '演奏', '<unk>']"
2622,Malaysian English,spk_0640,"Who is this stranger who speaks of omens? asked one of the chieftains, eyeing the boy.",“这个可以于预知未来的陌生人究竟是谁？”其中一个酋长目不转睛地盯着男孩问到。,"""谁是这个陌生人说预兆?"" 一个首领问,眼睛<unk>着男孩.",1,3,"['▁', '<unk>', '这个', '可以', '于', '预', '知', '未来的', '陌', '生', '人', '究', '竟', '是', '谁', '?', '<unk>', '其中', '一个', '酋', '长', '目', '不', '转', '睛', '地', '盯', '着', '男孩', '问', '到', '<unk>']"
2626,Malaysian English,spk_1379,Stalagmites or flowstone may form where the water drops hit the cave floor.,水滴落在洞穴底部的位置处可能会形成石笋或流石。,在水滴撞击洞穴地板的地方可能会形成石<unk>或流石.,1,1,"['▁水', '滴', '落', '在', '洞', '穴', '底', '部', '的位置', '处', '可能会', '形成', '石', '笋', '或', '流', '石', '<unk>']"
2629,Malaysian English,spk_0640,"There were really, I think, two or three hundred people elbowing one another.",我想，真的有两三百人互相推搡。,"我认为,实际上有两百到三百人互相<unk>肘.",1,1,"['▁我想', ',', '真的', '有', '两', '三', '百', '人', '互', '相', '推', '<unk>']"
2656,Malaysian English,spk_1331,Please could you draw the curtains?,你能拉上窗帘吗？,请你拉开窗<unk>吗?,1,0,"['▁你', '能', '拉', '上', '窗', '帘', '吗', '?']"
2665,Malaysian English,spk_0670,I woke up to the screech of my neighbor practicing trumpet.,我在邻居练习小号的尖锐声中醒来。,我醒来时听到邻居在练习喇<unk>的尖叫声.,1,1,"['▁我在', '邻', '居', '练', '习', '小', '号', '的', '尖', '锐', '声', '中', '醒', '来', '<unk>', '<pad>']"
2697,Malaysian English,spk_0239,We need grain to keep our mules healthy.,我们需要谷物来保持骡子的健康。,我们需要谷物来保持<unk>子的健康.,1,1,"['▁我们', '需要', '谷', '物', '来', '保持', '骡', '子的', '健康', '<unk>']"
2699,Malaysian English,spk_0640,He heard a muffled grating sound and saw the black mark jerk forward an inch or so.,他听到一个低沉的光栅声，看到黑色的标记向前跳动了一英寸左右。,"他听到一个<unk>的<unk>声, 看到黑色的痕迹向前<unk>一英寸或如此.",3,1,"['▁他', '听到', '一个', '低', '沉', '的', '光', '栅', '声', ',', '看到', '黑', '色的', '标', '记', '向', '前', '跳', '动', '了一', '英寸', '左右', '<unk>', '<pad>']"
2708,Malaysian English,spk_0423,Why do people even eat peanut butter and jelly?,为什么人们会吃花生酱和果冻？,人们为什么要吃花生<unk>和果<unk>呢?,2,0,"['▁为什么', '人们', '会', '吃', '花', '生', '酱', '和', '果', '冻', '?', '<pad>']"
2713,Malaysian English,spk_0808,Helene shuddered and covered her face spasmodically with her hands.,海琳颤抖着，用双手遮住脸部的痉挛。,"赫伦<unk>地<unk>着,用手<unk>地遮住她的脸.",3,1,"['▁海', '琳', '颤', '抖', '着', ',', '用', '双', '手', '遮', '住', '脸', '部', '的', '痉', '挛', '<unk>', '<pad>']"
2717,Malaysian English,spk_1331,I think Tuppy was surprised.,167 我想图皮感到吃惊了。,我认为塔皮很惊<unk>.,1,1,"['▁167', '▁我想', '图', '皮', '感到', '吃', '惊', '了', '<unk>', '<pad>']"
2718,Malaysian English,spk_0709,All work and no play makes Jack a dull boy.,只学习，不玩耍，聪明的孩子会变傻。,所有的工作和没有玩<unk>让杰克一个无聊的男孩.,1,1,"['▁只', '学习', ',', '不', '玩', '耍', ',', '聪', '明的', '孩子', '会', '变', '傻', '<unk>']"
2723,Malaysian English,spk_0263,"When the carpet and the curtains caught fire, it was getting warm.",当地毯和窗帘着火时，温度逐渐上升。,"当地毯和窗<unk>着火时,天气开始变暖.",1,1,"['▁当', '地', '毯', '和', '窗', '帘', '着', '火', '时', ',', '温度', '逐', '渐', '上升', '<unk>', '<pad>']"
2740,Malaysian English,spk_1379,"They are filter-feeders, collector-gatherers and omnivorous scavengers.",它们是滤食者、收集者和杂食食腐者。,"它们是过<unk>饲料者,收集者和食万物的垃圾食者.",1,2,"['▁它们', '是', '滤', '食', '者', '<unk>', '收集', '者和', '杂', '食', '食', '腐', '者', '<unk>']"
2744,Malaysian English,spk_1570,The blond woman in the jean jacket clenched her fists as she walked away.,金发女子身穿牛仔夹克走开了，拳头攥得紧紧的。,穿着牛仔<unk>的金发女人走开时握住了拳头.,1,2,"['▁金', '发', '女子', '身', '穿', '牛', '仔', '夹', '克', '走', '开', '了', ',', '拳', '头', '<unk>', '得', '紧', '紧', '的', '<unk>', '<pad>']"
2751,Malaysian English,spk_0793,The crowd swayed a little as I elbowed my way through.,我用手肘挤出一条道时，人群微微摇晃了一下。,"当我<unk>肘穿过时, 群众有点摇摆.",1,1,"['▁我', '用', '手', '肘', '挤', '出', '一', '条', '道', '时', ',', '人', '群', '微', '微', '摇', '晃', '了一', '下', '<unk>']"
2756,Malaysian English,spk_1447,"Hey look, a flying pig!",嘿，看，一只飞猪！,"<unk>,看,一个飞猪!",1,0,"['▁', '嘿', ',', '看', ',', '一', '只', '飞', '猪', '!']"
2768,Malaysian English,spk_1447,"The diver forced open the oyster, revealing a shimmering pearl.",潜水员强行打开牡蛎，露出一颗闪闪发光的珍珠。,"这位潜水员强行打开了<unk>,发现了一颗闪闪发光的珍珠.",1,1,"['▁', '潜', '水', '员', '强', '行', '打开', '牡', '蛎', ',', '露', '出', '一', '颗', '闪', '闪', '发', '光', '的', '珍', '珠', '<unk>']"
2778,Malaysian English,spk_0467,Forbes was born in Dundee.,《福布斯杂志》诞生于邓迪。,福布斯出生在<unk>迪.,1,3,"['▁', '<unk>', '福', '布', '斯', '杂志', '<unk>', '诞', '生', '于', '邓', '迪', '<unk>', '<pad>']"
2780,Malaysian English,spk_0312,Don't blow your own trumpet.,不要自吹自擂。,不要吹自己的喇<unk>.,1,1,"['▁不要', '自', '吹', '自', '擂', '<unk>']"
2782,Malaysian English,spk_0312,Fabian does not like pepper.,Fabian 不喜欢胡椒。,Fabian 不喜欢胡<unk>.,1,1,"['▁F', 'abi', 'an', '▁不', '喜欢', '胡', '椒', '<unk>']"
2787,Malaysian English,spk_0160,"On the third day, the chief met with his officers.",第三天，酋长会见了他的军官。,"在第三天, <unk>长与他的军官见面.",1,1,"['▁第三', '天', ',', '酋', '长', '会', '见', '了他的', '军', '官', '<unk>', '<pad>']"
2789,Malaysian English,spk_0228,"Bananas contain a lot of sugar, even though they are fruits.",尽管香蕉是水果，但它们含有大量的糖。,"香<unk>含有大量的糖, 尽管它是水果.",1,1,"['▁尽管', '香', '蕉', '是', '水', '果', ',', '但', '它们', '含有', '大量的', '糖', '<unk>', '<pad>']"
2791,Malaysian English,spk_1449,The Pancake Post Office has been closed.,煎饼邮局已经关闭了。,<unk>饼邮局已经关闭.,1,1,"['▁', '煎', '饼', '邮', '局', '已经', '关闭', '了', '<unk>', '<pad>']"
2793,Malaysian English,spk_0640,But that was simply because my eye was tired.,但那只是因为我的眼睛累了。,但这仅仅是因为我的眼睛疲<unk>了.,1,1,"['▁但', '那', '只是', '因为', '我的', '眼睛', '累', '了', '<unk>', '<pad>']"
2817,Malaysian English,spk_0855,"He grew strawberries, so you would not like it.",他种草莓，所以你不会喜欢它的。,"他种植草<unk>,所以你不会喜欢它.",1,1,"['▁他', '种', '草', '莓', ',', '所以', '你', '不会', '喜欢', '它的', '<unk>', '<pad>']"
2821,Malaysian English,spk_1331,"Besides, had he not whipped the big owl in the forest.",此外，他不是还没有鞭打过森林里的那只大猫头鹰吗？,"除此之外,如果他没有在森林里鞭打大猫头<unk>.",1,0,"['▁此外', ',', '他', '不是', '还没有', '鞭', '打', '过', '森林', '里', '的那', '只', '大', '猫', '头', '鹰', '吗', '?']"
2824,Malaysian English,spk_0957,Most of the nightlife in the town is centred on beachfront spots.,镇上的夜生活大多集中在海滨景点。,镇上的大部分夜生活都集中在海<unk>上.,1,1,"['▁', '镇', '上的', '夜', '生活', '大多', '集中', '在', '海', '滨', '景', '点', '<unk>', '<pad>']"
2828,Malaysian English,spk_1555,"This beer has been brewed in Germany, more specifically in Bavaria.",这种啤酒是在德国酿造的，更确切地说是在巴伐利亚州。,"这种<unk>酒是在德国酿造的,更具体地说是在巴伐利亚.",1,1,"['▁这种', '啤', '酒', '是在', '德国', '酿', '造', '的', ',', '更', '确', '切', '地', '说', '是在', '巴', '伐', '利亚', '州', '<unk>']"
2832,Malaysian English,spk_1449,"It habitually perches in trees, which gives rise to its specific name.",它习惯栖息在树上，因此得名。,"它通常在树上<unk>,这使得它得到了一个特殊的名字.",1,1,"['▁它', '习惯', '栖', '息', '在', '树', '上', ',', '因此', '得', '名', '<unk>']"
2836,Malaysian English,spk_0499,Jazz groups were fascinated and added the boobams to their percussion sections.,爵士乐团体对此很感兴趣，并在他们的打击乐器组中加入了boobams。,"爵士乐乐队很着迷,并将<unk>鼓添加到他们的打击乐部分.",1,1,"['▁', '爵士', '乐', '团体', '对此', '很', '感兴趣', ',', '并在', '他们的', '打击', '乐', '器', '组', '中', '加入', '了', 'bo', 'ob', 'ams', '<unk>', '<pad>']"
2837,Malaysian English,spk_0491,"Dirt and dust everywhere, give me the broom!",到处都是灰尘，把扫帚给我！,"污垢和尘埃到处,给我扫<unk>!",1,0,"['▁到', '处', '都是', '灰', '尘', ',', '把', '扫', '帚', '给我', '!', '<pad>']"
2840,Malaysian English,spk_0833,The fin was sharp and cut the clear water.,鱼鳍锋利，划破了清澈的水面。,"翅膀很尖,切断了清<unk>的水.",1,1,"['▁', '鱼', '鳍', '锋', '利', ',', '划', '破', '了', '清', '澈', '的', '水', '面', '<unk>', '<pad>']"
2844,Malaysian English,spk_0640,But horses tire bit by bit.,但是马儿逐渐累了。,但马匹逐渐疲<unk>.,1,1,"['▁但是', '马', '儿', '逐', '渐', '累', '了', '<unk>']"
2846,Malaysian English,spk_0312,Before you meet the handsome prince you have to kiss a lot of toads.,在你遇到英俊的王子之前，你必须亲吻很多蟾蜍。,"在你遇见英俊的王子之前,你必须亲吻很多青<unk>.",1,1,"['▁在', '你', '遇到', '英', '俊', '的', '王子', '之前', ',', '你', '必须', '亲', '吻', '很多', '蟾', '<unk>']"
2847,Malaysian English,spk_0927,"I'd like to order some cinnamon pretzels, please.",我想点一些肉桂椒盐卷饼。,"我想要订购一些肉<unk>饼干,请.",1,1,"['▁我想', '点', '一些', '肉', '桂', '椒', '盐', '卷', '饼', '<unk>']"
2862,Malaysian English,spk_0402,Take the winding path to reach the lake.,沿着这条曲折的小道到达湖边。,沿着<unk>曲的路径到达湖泊.,1,1,"['▁', '沿', '着', '这', '条', '曲', '折', '的小', '道', '到达', '湖', '边', '<unk>', '<pad>']"
2870,Malaysian English,spk_1057,Why do people even eat peanut butter and jelly?,为什么人们会吃花生酱和果冻？,为什么人们甚至吃花生<unk>和果<unk>?,2,0,"['▁为什么', '人们', '会', '吃', '花', '生', '酱', '和', '果', '冻', '?', '<pad>']"
2872,Malaysian English,spk_1057,The one time pad is an ultimate encryption if applied correctly.,如果应用正确，一次性密钥是终极加密。,"如果正确应用,一次性<unk>是最终的加密.",1,1,"['▁如果', '应用', '正确', ',', '一次', '性', '密', '钥', '是', '终', '极', '加密', '<unk>', '<pad>']"
2879,Malaysian English,spk_1447,"Another reason why Apple is superior to Microsoft, the troll posted and grabbed some popcorn for the subsequent flame war.",“苹果优于微软的另一个原因”，网络喷子为随后的网络争论战，准备了爆米花。,"""<unk>果优于微软的另一个原因"", 巨人发布并抓住了一些爆米花,",1,3,"['▁', '<unk>', '苹果', '优', '于', '微', '软', '的', '另一个', '原因', '<unk>', ',', '网络', '喷', '子', '为', '随', '后的', '网络', '争', '论', '战', ',', '准备', '了', '爆', '米', '花', '<unk>', '<pad>']"
2883,Malaysian English,spk_0640,"The camel driver was not a fighter, and he had consulted with seers.",骆驼车夫不是战士，他曾与先知商量过。,"<unk>驼司机不是一个战士, 他已经咨询了先见者.",1,1,"['▁', '骆', '驼', '车', '夫', '不是', '战', '士', ',', '他', '曾', '与', '先', '知', '商', '量', '过', '<unk>']"
2886,Malaysian English,spk_1234,He who rises late must trot all day.,晚起床的人必须整天都要急步疾走。,迟起床的人必须整天<unk>步.,1,1,"['▁', '晚', '起', '床', '的人', '必须', '整', '天', '都要', '急', '步', '疾', '走', '<unk>']"
2888,Malaysian English,spk_1331,Her polo neck jumper is very stylish,她的马球领毛衣非常时尚,她的polo领<unk>子非常时尚,1,0,"['▁她', '的', '马', '球', '领', '毛', '衣', '非常', '时', '尚']"
2892,Malaysian English,spk_0833,Mud was spattered on the front of his white shirt.,泥溅在他的白衬衫的前面。,他的白色<unk>衫前面<unk>着泥土.,2,1,"['▁', '泥', '溅', '在', '他的', '白', '衬', '衫', '的前', '面', '<unk>', '<pad>']"
2895,Malaysian English,spk_0491,"His dessert smelled musty, not sweet.",他的甜点有霉味，不甜。,"他的甜点闻起来<unk>味,而不是甜味.",1,1,"['▁他的', '甜', '点', '有', '霉', '味', ',', '不', '甜', '<unk>']"
2901,Malaysian English,spk_1447,"Birds feed their offspring with spiders, worms, slugs and bugs.",鸟类用蜘蛛、蠕虫、蛞蝓和臭虫喂养它们的后代。,"鸟类用蜘蛛,<unk>虫,<unk>和昆虫<unk>养它们的后代.",3,3,"['▁', '鸟', '类', '用', '蜘', '蛛', '<unk>', '蠕', '虫', '<unk>', '和', '臭', '虫', '喂', '养', '它们的', '后', '代', '<unk>', '<pad>']"
